experiment, date, instrument, operator, firmware, software, block_cycles, run_minutes, edit_delay, bg_median.465-510, bg_median.533-580, plateau_median.465-510, plateau_median.533-580, heat_rate, cool_rate, overshoot, settling, transition.95→60 °C, transition.60→72 °C, transition.72→95 °C, transition.72→40 °C, hold_temp.mean, hold_temp.sd, hold_temp.n, lamp_ref.465-510, lamp_ref.533-580, lamp_drift.465-510, lamp_drift.533-580, exposure.465-510, exposure.533-580, chan_switch, cycle_sd, invalid_acq.bad, invalid_acq.n, templog_late.bad, templog_late.n, pc_amplitude.35S | DEMO-CRM, pc_amplitude.T-NOS | DEMO-CRM, pc_amplitude.HMG | DEMO-CRM, pc_cq.35S | DEMO-CRM, pc_cq.T-NOS | DEMO-CRM, pc_cq.HMG | DEMO-CRM, pc_batch.35S | DEMO-CRM, pc_batch.T-NOS | DEMO-CRM, pc_batch.HMG | DEMO-CRM, ntc_rate.bad, ntc_rate.n, action_rate.bad, action_rate.n, late_rate.bad, late_rate.n, call_disagree.bad, call_disagree.n, rep_sd, rowcol, manual_rate.bad, manual_rate.n, copied.count, findings.count
DEMO_LC1_HIST_0063, 2024-10-29 13:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.558846960592, 0.2614050880362939, 1767.6562300292765, 1482.641230728058, 2756.008335011929, 1306.5699360000838, 4.88436, 2.39976, 5.29, 5.36, 15.334568744743438, 2.4092183298469174, 4.914110710774898, 17.01479534248531, -0.4993498254164512, 0.0360698861629052, 45, 7097, 20747, 0.4726902873791646, -2.8570356066020977, 236, 115, 1051, 52.968413044711404, 0, 90, 13, 12669, 1466.9430741036606, 1681.4837104138612, 1664.8247594667469, 32.85087610572338, 31.001879011950695, 22.561245957875975, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 12, 22, 0.23265084492558757, 0.3860946981584747, 0, 60, 0, 84
DEMO_LC1_HIST_0064, 2024-10-31 15:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.505423887555, 0.33808916393483823, 1652.2119097687164, 1458.6276418768773, 2637.1538938203835, 1407.237814633261, 4.88436, 2.3452200000000003, 5.28, 4.95, 15.330392654084202, 2.413993327714077, 4.929652556894346, 16.81595849225954, -0.49245943959666755, 0.03535416893239415, 45, 7083, 20873, 0.5729085657329499, -2.1288392594862646, 222, 120, 1049, 41.83747508333845, 0, 90, 29, 12669, 1576.6855714296737, 1382.0842098884514, 1433.8748358039138, 32.57441282391291, 30.89515372751264, 23.401784947759154, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 10, 20, 0.13474057448950877, 0.32294831755994263, 0, 60, 1, 101
DEMO_LC1_HIST_0065, 2024-11-11 12:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.54777658907264, -1.2284494872833067, 1634.2153922226594, 1845.559961396986, 2928.650017663474, 1608.371217840816, 4.9086, 2.3634, 5.19, 4.95, 15.268439531249753, 2.422093751860396, 4.929901930845894, 16.434814604325975, -0.4991436648548412, 0.034831775115429335, 45, 7091, 20772, 0.3807707523700419, -2.184817668276511, 245, 130, 1044, 53.097725802462314, 0, 90, 31, 12624, 1628.7843309849493, 1765.410754698473, 1723.4077993722326, 32.98266098998083, 30.616767710731438, 22.876789393923318, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 5, 14, 0.06320642417005058, 0.4898322349160485, 0, 60, 0, 115
DEMO_LC1_HIST_0066, 2024-11-14 16:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.58181592807442, -0.7840676607618623, 1752.7755525460045, 1650.0847471776267, 2763.28887231953, 1586.7423273671895, 4.872240000000001, 2.3755200000000003, 5.3500000000000005, 4.95, 15.301723827804151, 2.4153611686140164, 4.871044828087059, 16.35990410956884, -0.4797387568941887, 0.030814078343417466, 45, 7066, 20881, 0.3222556107112112, -2.5884445035442165, 233, 109, 1049, 53.4028846831634, 0, 90, 19, 12624, 1343.956993879534, 1461.7470685211954, 1496.7384112476923, 32.65009458137755, 30.796423053294653, 22.915318492460695, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 5, 14, 0.15327312444392482, 0.48135793411647737, 0, 60, 1, 110
DEMO_LC1_HIST_0067, 2024-12-01 16:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.4424235417892, 1.2357558359466827, 1822.8962523805496, 1216.2715889224814, 2704.101643673304, 1163.7892613867698, 4.90254, 2.3755200000000003, 5.2700000000000005, 4.95, 15.34337530397974, 2.4234099879869224, 4.91723969953019, 16.34292421837658, -0.5040969822401573, 0.03682673909669502, 45, 7089, 20863, 0.4513286486135133, -2.2339035676883077, 231, 137, 1044, 26.499310346597746, 0, 90, 25, 12670, 1500.0107102481568, 1361.8678930313706, 1264.0189835226215, 32.854240780286645, 31.32342454790268, 23.137624085196567, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 5, 14, 0.3244137352224065, 0.2162144434079419, 1, 60, 0, 97
DEMO_LC1_HIST_0068, 2024-12-01 10:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 102.10618835377072, -0.2892712397098568, 2040.822184349047, 1314.453064124422, 2748.1387565739205, 1428.5909039408557, 4.92678, 2.4361200000000003, 5.3500000000000005, 4.95, 15.307289711307657, 2.423471303604908, 4.86664912662, 16.862342237767486, -0.48549548918120833, 0.03440823831399363, 45, 7088, 20913, 0.2750538584262699, -3.177361127701277, 206, 112, 1049, 82.80700576000734, 0, 90, 26, 12666, 1601.1750564812735, 1549.983405067363, 1338.9239274764861, 33.08357597917629, 31.247186416053353, 23.00579695547218, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 3, 12, 0.0956799259511968, 0.38962913132014065, 0, 60, 0, 88
DEMO_LC1_HIST_0069, 2024-12-02 11:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.58789161534999, 0.10754382437528635, 1023.3362752568661, 1054.706058733338, 1725.6503923932278, 1092.4351266199117, 4.9146600000000005, 2.39976, 5.29, 4.95, 15.35049668397651, 2.4165561664734527, 4.923413045378381, 16.62019770483781, -0.4986267798297465, 0.03299290200962199, 45, 7082, 20498, 0.24694774614157358, -3.0245662668903646, 239, 147, 1051, 38.87494325358958, 1, 90, 24, 12670, 1585.0176644402814, 1452.6764125851037, 1588.6794641733838, 33.26872400035904, 31.31491985113631, 22.71448929333193, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 6, 14, 0.062102740727183386, 0.4489223056814176, 0, 60, 0, 88
DEMO_LC1_HIST_0070, 2024-12-11 11:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.56805611052266, -0.33405918183388367, 1161.4594703475293, 681.8083335038948, 2463.1570359026323, 604.051391315692, 4.890420000000001, 2.3937, 5.25, 4.95, 15.278378546084594, 2.413558148207384, 4.901312869283514, 16.67148424354499, -0.49751926781330197, 0.03201986280713277, 45, 7025, 20800, 0.15888742959130353, -2.4791061094233005, 262, 101, 1043, 50.82391558716701, 0, 90, 27, 12654, 1402.363032194212, 1355.5857638096352, 1579.9712194103834, 33.081587870388624, 30.791092450513304, 23.354654043402537, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 1, 24, 2, 12, 0.33120813818367795, 0.3985715018092634, 1, 60, 0, 96
DEMO_LC1_HIST_0071, 2024-12-26 11:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.5400363566918, -1.2168097641320665, 1237.156094059843, 750.9630122355031, 2043.9898582159976, 1332.8961808346535, 4.9086, 2.38764, 5.42, 4.95, 15.213972170765889, 2.4106510332568782, 4.895007660584427, 16.55593795393886, -0.5072775290382484, 0.03286275935084266, 45, 7072, 20916, 0.5432592951379761, -2.711398172884781, 267, 125, 1046, 28.12867602272936, 0, 90, 23, 12623, 1623.9266831125437, 1582.873591966055, 1660.185113861456, 33.23077481822005, 30.413982329780463, 23.088841292140998, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 2, 16, 0.2014162846081136, 0.5083249423783692, 0, 60, 1, 93
DEMO_LC1_HIST_0072, 2024-12-30 14:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.64079426866074, -1.0025483281030194, 1679.3790779623394, 1435.1050959704182, 2530.21369375709, 1276.0749472082668, 4.8783, 2.424, 5.25, 4.95, 15.23786164966536, 2.4044700486176054, 4.873242081414569, 16.50364098628287, -0.4956359887131316, 0.02686392906582524, 45, 7044, 21272, 0.38222407608924486, -1.6866405882166107, 211, 121, 1050, 24.6432421690448, 0, 90, 27, 12670, 1307.3748107741922, 1755.5377643483944, 1639.576708637117, 33.17202134152897, 31.767948782537495, 23.13783671032945, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 6, 12, 0.24013689321968634, 0.5372720797826597, 0, 60, 0, 93
DEMO_LC1_HIST_0073, 2025-01-12 13:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.51570612802458, -1.0162618101446221, 1014.6253138325969, 1046.0160851188284, 1760.6760038503048, 1050.5057653137796, 4.872240000000001, 2.3937, 5.29, 4.95, 15.260334241587893, 2.40175525019231, 4.85308948635057, 16.45843397955557, -0.5049366080646303, 0.03194044947783159, 45, 7066, 20846, 0.5404535049921897, -2.312399478496638, 279, 147, 1048, 55.713052314008344, 0, 90, 26, 12670, 1434.981004647863, 1335.6583978274455, 1693.7575110311425, 33.58494053134932, 30.12275286745843, 22.933369304765222, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 3, 14, 0.16335198352947772, 0.9190424172956408, 0, 60, 1, 90
DEMO_LC1_HIST_0074, 2025-01-20 11:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.56188541922793, -0.6158427092088528, 1839.3508600032865, 1419.9133580298155, 2329.35551972462, 1193.3372842407757, 4.872240000000001, 2.4058200000000003, 5.29, 4.54, 15.21525923242368, 2.4177042895262297, 4.876363831913112, 16.825921459719275, -0.5083417642781012, 0.0449556251573974, 45, 7092, 21049, 0.2666146083285119, -2.5616959796588503, 223, 113, 1050, 44.685412601356404, 0, 90, 20, 12672, 1519.9140519553237, 1539.6579518337812, 1331.9558656919164, 32.55555434058713, 30.90815235308818, 23.76861217396946, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 6, 16, 0.19143817383379402, 0.06803685547308862, 0, 60, 0, 88
DEMO_LC1_HIST_0075, 2025-01-31 13:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.62342430972909, 1.3706029002149824, 1586.291931623078, 1343.4132151973427, 2167.850719920408, 1765.4495513959594, 4.872240000000001, 2.39976, 5.19, 4.95, 15.150088398370196, 2.4188287844865775, 4.876643108788137, 16.30482429731849, -0.5038996885084474, 0.025741631721135784, 45, 7034, 20697, 0.3859974667413738, -3.446581092683942, 255, 119, 1047, 34.554629143878216, 0, 90, 17, 12666, 1592.2394075498275, 1497.667795229761, 1383.9662597966114, 32.54397493527703, 30.2360741409931, 22.962944301526214, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1, 6, 0, 12, 0, 24, 5, 12, 0.2357945177515757, 0.38616226149345, 0, 60, 0, 100
DEMO_LC1_HIST_0076, 2025-02-04 11:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.5591564659104, 0.21092710924016744, 1611.6951199706261, 1085.0845159292717, 2810.961317597628, 1208.493303394497, 4.88436, 2.3634, 5.2, 4.95, 15.260838277270286, 2.4159209210746297, 4.891514779765149, 16.616321647341067, -0.48676748913985834, 0.028661790981212746, 45, 7074, 20856, 0.5914415108465914, -2.9217533202227175, 232, 116, 1043, 40.869655674231666, 0, 90, 24, 12670, 1645.0983856764976, 1427.3343052374848, 1503.0040987875684, 33.684568842823296, 31.40726273460746, 22.610450974371872, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 2, 6, 0, 12, 0, 24, 4, 12, 0.20515208684259434, 0.5409119374123239, 0, 60, 0, 92
DEMO_LC1_HIST_0077, 2025-02-07 12:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.5001388210082, 0.27551572725347595, 1888.2580317991046, 1457.8376195008539, 2700.962143096405, 1404.1179941075184, 4.86618, 2.3634, 5.17, 4.95, 15.253205323079332, 2.420820571219498, 4.850032313061516, 16.588504995590956, -0.5128717349720265, 0.031408932977663624, 45, 7078, 20722, 0.2630462205195083, -4.026916923223333, 220, 103, 1045, 32.27711322343627, 1, 90, 28, 12670, 1415.7056378437117, 1523.3581925357526, 1633.92398218872, 33.295636545500564, 30.824171820701487, 22.532073686356334, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 8, 14, 0.14863791726013323, 0.44597303568673347, 0, 60, 0, 82
DEMO_LC1_HIST_0078, 2025-02-23 13:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.55470903158623, -0.8096452164919392, 1981.0519322466184, 1244.3339218957522, 2688.0957973541786, 1167.4425849663041, 4.872240000000001, 2.3452200000000003, 5.2700000000000005, 4.95, 15.266337794836138, 2.4099993614386936, 4.870371031842109, 16.54029682014708, -0.5063506658263686, 0.02264956479509242, 45, 7044, 20738, 0.48859417772923525, -3.816130504813952, 213, 143, 1051, 32.921634537957225, 0, 90, 22, 12702, 1548.6696600200225, 1577.0406868830378, 1597.2989769543535, 33.31180724532293, 30.75238132329396, 23.323796779685992, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 10, 12, 0.06681827629871215, 0.21713152744558428, 1, 60, 0, 102
DEMO_LC1_HIST_0079, 2025-02-24 11:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.58471854588248, -0.7098929430663288, 1816.9821759460765, 1653.8524909106172, 2494.650118685719, 1184.3135452830702, 4.848, 2.36946, 5.29, 4.95, 15.312824453534821, 2.4078344501304807, 4.88074028596108, 16.60376962730406, -0.48953585852178727, 0.03107041877035831, 45, 7086, 20698, 0.4511473869408181, -2.75188004144904, 261, 148, 1051, 53.892374706294305, 0, 90, 28, 12669, 1551.6487098251473, 1673.5803040404528, 1412.396045184931, 33.46203204175459, 31.78106533560544, 22.945009937100266, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 2, 6, 1, 12, 0, 24, 0, 14, 0.13120276199868092, 0.5939937031425235, 0, 60, 0, 89
DEMO_LC1_HIST_0080, 2025-02-28 16:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.46188478362214, 0.7263477754633803, 1849.2455627661616, 1439.1544592086586, 2935.740286196372, 1693.5066941414377, 4.890420000000001, 2.3634, 5.28, 4.95, 15.278453719584448, 2.409313919140886, 4.898634996057766, 16.46025835084052, -0.5160720310437561, 0.03340060883330268, 45, 7095, 20902, 0.552808755380423, -3.28868267419882, 266, 115, 1042, 36.59045751730803, 0, 90, 24, 12669, 1492.2856154128488, 1390.8226406704803, 1431.3240312402809, 32.25778290752366, 30.737637249395185, 22.947894264148417, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 4, 16, 0.21840181599285727, 1.1261316615593668, 0, 60, 0, 82
DEMO_LC1_HIST_0081, 2025-03-01 10:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.56670068953854, -0.521879576571672, 1576.6357867740987, 1441.3118483431522, 2443.2374700086416, 1450.4890776982047, 4.9086, 2.3755200000000003, 5.39, 4.95, 15.30848669746188, 2.409176716906205, 4.88735757218336, 16.678471271953278, -0.5025005158721024, 0.03743253231590678, 45, 7063, 20515, 0.5095578893517893, -3.416273269610501, 250, 88, 1047, 54.393179422892125, 1, 90, 38, 12648, 1481.0194440917458, 1699.0712317366263, 1574.3533370424852, 33.166624631778596, 31.574886033868985, 22.840609888473555, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 2, 6, 0, 12, 0, 24, 7, 14, 0.18391223925227007, 0.6696134911002589, 0, 60, 1, 106
DEMO_LC1_HIST_0082, 2025-03-03 13:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.55081518014772, -0.32005108537497806, 1660.692555421241, 1170.639146003334, 2430.9045848187525, 1462.8287660473238, 4.8783, 2.4058200000000003, 5.32, 4.95, 15.280081975551141, 2.4199845874203825, 4.921866252743978, 16.621507404470737, -0.5047041324283532, 0.03639515940167413, 45, 7074, 20609, 0.2537729957871657, -3.117459679736083, 270, 116, 1044, 55.99623892024608, 0, 90, 23, 12688, 1545.8657106579801, 1449.853948649063, 1502.6822190438481, 32.957505263027265, 31.13611086221328, 23.428430986853517, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 1, 8, 0.1924454665513914, 0.5609834217489614, 0, 60, 1, 87
DEMO_LC1_HIST_0083, 2025-03-03 16:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.5505735212796, 0.5347572921529729, 1713.0378487731625, 1039.532029975442, 2441.32592073479, 1561.8315233822195, 4.88436, 2.36946, 5.26, 4.95, 15.284827641254918, 2.41930650714152, 4.872838459480872, 16.536827832403752, -0.5106493112455077, 0.028266939473185163, 45, 7089, 20652, 0.29302003683556466, -3.0308242623475863, 223, 143, 1043, 51.10088002129685, 1, 90, 29, 12654, 1381.1830738337067, 1487.6686343351291, 1536.798624143158, 33.2336542450671, 31.662866246767315, 23.442640353734447, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 6, 12, 0.23592765054993298, 0.39816946960143257, 0, 60, 0, 95
DEMO_LC1_HIST_0084, 2025-03-07 16:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.5764880099275, -0.017437847269397934, 1869.8518052865647, 1238.8311923260571, 2684.78671366936, 1244.2797964871888, 4.89648, 2.3331, 5.17, 4.54, 15.292346230581343, 2.4208925489017505, 4.892772173412235, 16.59726038274834, -0.48138026404336093, 0.03577033319023917, 45, 7081, 21011, 0.714464695329198, -4.134247460656133, 195, 131, 1044, 35.51215052781575, 0, 90, 25, 12670, 1530.398226024673, 1585.347750512174, 1414.988138838142, 33.448540794092985, 30.682383775665457, 23.195892031902545, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 6, 14, 0.469355742814916, 0.45395107881443764, 1, 60, 1, 83
DEMO_LC1_HIST_0085, 2025-03-11 16:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.63279853679938, -0.43961665159631474, 1758.8600369820495, 1430.568744746162, 1923.5516997082827, 1450.1804947019855, 4.92072, 2.38158, 5.3, 4.95, 15.306986573318994, 2.411014361516397, 4.902083453860921, 16.48795732199727, -0.5067865966107525, 0.02762816967929401, 45, 7025, 20653, 0.44846280402149075, -2.8377715140771334, 237, 104, 1049, 40.97544491994989, 0, 90, 28, 12666, 1473.5500134046565, 1541.7850123739674, 1491.9468195516613, 33.34417474861117, 30.611383091917794, 23.28043683018589, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 8, 12, 0.8039422673044104, 0.38319954945041895, 0, 60, 1, 93
DEMO_LC1_HIST_0086, 2025-03-13 14:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.5674608506298, 0.39297902021138603, 1908.4218819366156, 1788.759020194724, 2548.4950989249173, 1665.4395969083291, 4.88436, 2.32098, 5.13, 4.95, 15.301691131701196, 2.4074370704750985, 4.920378773836882, 16.62709423823772, -0.502324664008453, 0.025718408681231427, 45, 7058, 20685, 0.6008299183576394, -2.401152032870752, 242, 91, 1049, 63.77966400090379, 0, 90, 20, 12670, 1585.646190935709, 1336.6820416722326, 1443.3351957989098, 33.29937954458323, 31.003700195460617, 23.180257221637337, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 5, 12, 0.09296901571285565, 0.5339569816781784, 0, 60, 1, 91
DEMO_LC1_HIST_0087, 2025-03-16 10:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.50260651463525, 0.13075796488774316, 1216.0329797768195, 1034.759465373336, 2125.600062575443, 1442.2450950745067, 4.890420000000001, 2.36946, 5.26, 4.95, 15.274168445521436, 2.4147674594596857, 4.900587780479055, 16.654358102031164, -0.4939054560714942, 0.03987300231180439, 45, 7052, 20641, 0.24514087077304836, -2.5818199102928108, 312, 135, 1042, 31.047917964747075, 0, 90, 23, 12669, 1465.8759316075905, 1512.0865197168391, 1725.7963692386923, 32.45201471858184, 31.951395283474227, 22.84176262629086, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 9, 20, 0.3585847794538119, 0.32063041628157163, 0, 60, 1, 97
DEMO_LC1_HIST_0088, 2025-03-20 10:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.58939172437765, 0.5342179600476372, 1629.1663721755501, 1400.6583403378568, 2869.1781206241053, 1644.5980136195312, 4.8783, 2.38764, 5.37, 4.95, 15.28607426019768, 2.428104152531877, 4.914202124130936, 16.749288087597687, -0.500850246812478, 0.031406379096830694, 45, 7091, 20897, 0.39552038382416005, -2.3135964998263554, 208, 135, 1047, 48.047389098023054, 0, 90, 24, 12669, 1503.282195334554, 1559.9820740801345, 1459.465513225906, 33.08276695379699, 31.7946325895925, 23.29249480547459, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 1, 6, 1, 12, 0, 24, 10, 18, 0.15362352657821673, 0.38530505050880764, 0, 60, 0, 95
DEMO_LC1_HIST_0089, 2025-04-01 16:30, LC · LC-DEMO-01, operator-96fc0cae, HTC_VER_10, LCS480 1.5.1.62, , 97.59850016213798, -0.3660339445304193, 1515.5103114873673, 1584.8262879848924, 2478.2441126318377, 1502.1919316420904, 4.86618, 2.3331, 5.22, 4.95, 15.339217890874242, 2.413993750558758, 4.8756589971456785, 16.94071643317132, -0.5007669868244347, 0.04250469670436677, 45, 7072, 20674, 0.5945030091222012, -3.34912283111301, 226, 117, 1043, 23.9466330971674, 0, 90, 28, 12624, 1445.8147644306503, 1549.970964091726, 1415.4870759491691, 33.19894401189856, 30.977030472772743, 23.495562717964397, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 1, 12, 0, 24, 8, 16, 0.34000652321961067, 0.23168374517139464, 0, 60, 0, 90
DEMO_LC1_HIST_0090, 2025-04-07 15:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.55698654111842, -1.1648996456743699, 1777.81969967216, 989.2320570140272, 2863.1945661378854, 1165.702958937331, 4.90254, 2.29068, 5.21, 4.95, 15.28298132878356, 2.4280449123255816, 4.939178070718895, 17.016839507957574, -0.48587953065462397, 0.031242603152947464, 45, 7100, 21061, 0.3620813385307523, -3.0850505176670944, 268, 104, 1051, 47.657872065335106, 0, 90, 22, 12624, 1550.9108669949164, 1497.022876038491, 1553.568846156331, 33.129895291594075, 31.721613198579064, 22.94132718500219, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 2, 12, 0, 24, 9, 16, 0.23256026302826513, 0.22961658996331, 0, 60, 1, 101
DEMO_LC1_HIST_0091, 2025-04-11 17:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.4907689869496, -0.22054100571510193, 1892.4352443406594, 1456.8306154141799, 2440.1612768119317, 1194.5947660345603, 4.8540600000000005, 2.3149200000000003, 5.32, 4.95, 15.396146250333445, 2.4076083093292393, 4.920694740336807, 16.733820645963288, -0.5114248475517555, 0.035252790389526806, 45, 7077, 20683, 0.3886099255804218, -2.4488686445945813, 200, 140, 1044, 39.59509810895607, 0, 90, 19, 12654, 1338.3593214616676, 1539.4096302835276, 1302.317253212605, 32.80239273203957, 30.7142330575853, 23.050585224217308, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 3, 12, 0.31869075646958933, 0.4033452214904921, 0, 60, 0, 99
DEMO_LC1_HIST_0092, 2025-04-22 11:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.59899323345925, 0.9605409392733102, 1673.359529273581, 1390.505960728201, 3106.2713144454065, 1460.6141377176043, 4.890420000000001, 2.27856, 5.18, 4.95, 15.393343391947363, 2.406846650981206, 4.925632993217895, 16.749751901433452, -0.5036140530339386, 0.026093015191054537, 45, 7085, 20848, 0.3689124009851356, -3.8615839770242415, 262, 116, 1044, 26.062487461796056, 0, 90, 28, 12663, 1576.2335865154503, 1328.9081437377506, 1477.413733496747, 32.48607576934916, 31.897764870803424, 23.199273866658395, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 4, 24, 0.19598685138755956, 0.41916210112557656, 0, 60, 0, 92
DEMO_LC1_HIST_0093, 2025-04-26 11:30, LC · LC-DEMO-01, operator-81023fd5, HTC_VER_10, LCS480 1.5.1.62, , 97.55413386194606, -0.6231998531535434, 1675.179093284869, 1031.4587931328601, 2417.8671404606866, 1358.487135677154, 4.932840000000001, 2.32704, 5.19, 4.95, 15.423504096238952, 2.4158739224965893, 4.9724000333965375, 16.959092801557567, -0.5009607366805625, 0.035354629973731636, 45, 7055, 20764, 0.32103932327654344, -2.7051537988727006, 190, 156, 1051, 42.847792223187014, 0, 90, 26, 12663, 1542.6947799246013, 1441.786405301813, 1565.1789566815014, 32.8684903853844, 31.090767743476142, 22.59239210975399, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 12, 24, 0.7071558611643346, 0.42051582345891214, 0, 60, 0, 94
DEMO_LC1_HIST_0094, 2025-04-26 17:30, LC · LC-DEMO-01, operator-538c64e4, HTC_VER_10, LCS480 1.5.1.62, , 97.54114694732783, -1.2084020281856633, 1660.0043589403363, 1127.7408622854482, 2428.0013437021835, 1269.2584273161362, 4.88436, 2.3331, 5.15, 4.95, 15.38033157823134, 2.4069707832733878, 4.961537255362342, 16.852636418336623, -0.4880025318004083, 0.039574340748119274, 45, 7038, 20859, 0.26865071395962387, -2.643016956520855, 242, 143, 1047, 60.69881821879004, 0, 90, 24, 12669, 1555.5603773308242, 1492.392635393855, 1659.4123587444149, 33.33112174497021, 32.00689093640534, 23.305807785321427, extracted 2023-11-20, extracted 2023-11-20, extracted 2023-11-20, 0, 6, 0, 12, 0, 24, 5, 20, 0.16666060637527286, 0.3242512259000529, 0, 60, 0, 79
